"CONTEXT (DO NOT MODIFY)","ENGLISH (DO NOT MODIFY)","LOCALIZED (EDIT THIS COLUMN)"
"end:ignore-ezic","Grestin Border Checkpoint will reopen soon.","Grestin Border Checkpoint will reopen soon."
"end:ignore-ezic","Return to your post on January 1st.","Return to your post on January 1st."
"end:ignore-ezic","ENDLESS UNLOCK CODE: 62131","ENDLESS UNLOCK CODE: 62131"
"endless:timed","Timed","Timed"
"endless:timed","Process as many travelers as possible in 10 minutes.","Process as many travelers as possible in 10 minutes."
"endless:timed","ENDLESS - TIMED

Process as many travelers as possible in 10 minutes. One point per traveler. Lose 30 seconds for each citation.","ENDLESS - TIMED

Process as many travelers as possible in 10 minutes. One point per traveler. Lose 30 seconds for each citation."
"endless:perfection","Perfection","Perfection"
"endless:perfection","Game over at first penalty. Earn dwindling points.","Game over at first penalty. Earn dwindling points."
"endless:perfection","ENDLESS - PERFECTION

Earn points for processing travelers. No citations allowed. Ten points per traveler in the first minute, one less point for each minute that passes. Work quickly.","ENDLESS - PERFECTION

Earn points for processing travelers. No citations allowed. Ten points per traveler in the first minute, one less point for each minute that passes. Work quickly."
"endless:endurance","Endurance","Endurance"
"endless:endurance","Play until balance goes negative. Avoid penalties.","Play until balance goes negative. Avoid penalties."
"endless:endurance","ENDLESS - ENDURANCE

Process travelers until your balance drops below zero. Citations penalize an escalating number of points. The highest achieved points are remembered for scoring.","ENDLESS - ENDURANCE

Process travelers until your balance drops below zero. Citations penalize an escalating number of points. The highest achieved points are remembered for scoring."
"endless:course1","Course 1","Course 1"
"endless:course2","Course 2","Course 2"
"endless:course3","Course 3","Course 3"
"endless:course4","Course 4","Course 4"
"bullend:1A","Check rulebook for rules in effect.","Check rulebook for rules in effect."
"bullend:2A","Check rulebook for rules in effect.","Check rulebook for rules in effect."
"bullend:3A","Check rulebook for rules in effect. REASON FOR DENIAL stamp is required when denying entry.","參閱規則手冊中的「守則」章節以了解現行的制度。當拒絕旅客入境時，必須加蓋「拒絕入境事由」章。"
"bullend:4A","Check rulebook for rules in effect. REASON FOR DENIAL stamp is required when denying entry.","參閱規則手冊中的「守則」章節以了解現行的制度。當拒絕旅客入境時，必須加蓋「拒絕入境事由」章。"
"night:MANAGE_EXPENSES","Manage your expenses using the checkboxes below.","Manage your expenses using the checkboxes below."
"night:AFTER_6PM","Applicants entering after 6PM are unpaid.","Applicants entering after 6PM are unpaid."
"night:PROGRESS_SAVED","Progress is saved at the start of each day.","Progress is saved at the start of each day."
"night:ATTACK_DIDNOTHING","The day was cut short by a terrorist attack.","The day was cut short by a terrorist attack."
"night:ATTACK_FIREDGUN","The day was cut short by a terrorist attack.","The day was cut short by a terrorist attack."
"night:ATTACK_FIREDGUN","TRIGGER BONUS","TRIGGER BONUS"
"night:ATTACK_SOLVED","The day was cut short by a terrorist attack.","The day was cut short by a terrorist attack."
"night:ATTACK_SOLVED","SHARPSHOOTER BONUS","SHARPSHOOTER BONUS"
"night:POISONING","The day was cut short by a security incident.","The day was cut short by a security incident."
"night:FAMILY_PICTURE","Your wife found an old family picture.","Your wife found an old family picture."
"night:BUY_UPGRADE0","Booth Upgrade Available: SPACE key to toggle INSPECT mode.","Booth Upgrade Available: SPACE key to toggle INSPECT mode."
"night:BUY_UPGRADE0","UPGRADE BOOTH","UPGRADE BOOTH"
"night:BUY_UPGRADE0","Booth Upgrade Available: Multitouch.","Booth Upgrade Available: Multitouch."
"night:BUY_UPGRADE1","Booth Upgrade Available: TAB key to toggle stamp bar.","Booth Upgrade Available: TAB key to toggle stamp bar."
"night:BUY_UPGRADE1","UPGRADE BOOTH","UPGRADE BOOTH"
"night:BUY_UPGRADE2","Booth Upgrade Available: Rulebook shortcuts.","Booth Upgrade Available: Rulebook shortcuts."
"night:BUY_UPGRADE2","UPGRADE BOOTH","UPGRADE BOOTH"
"night:BUY_UPGRADE3","Booth Upgrade Available: Double-click for quick INSPECT.","Booth Upgrade Available: Double-click for quick INSPECT."
"night:BUY_UPGRADE3","UPGRADE BOOTH","UPGRADE BOOTH"
"night:APARTMENT_RENT","The rent has gone up.","The rent has gone up."
"night:APARTMENT_UPGRADE","A cheaper class 8 apartment is available (Rent = 25, Heat = 10)","A cheaper class 8 apartment is available (Rent = 25, Heat = 10)"
"night:APARTMENT_UPGRADE","MOVE TO CLASS-8","MOVE TO CLASS-8"
"night:APARTMENT_UPGRADE","A class-7 apartment is available. (Rent = 30, Heat = 10)","A class-7 apartment is available. (Rent = 30, Heat = 10)"
"night:APARTMENT_UPGRADE","MOVE TO CLASS-7","MOVE TO CLASS-7"
"night:APARTMENT_UPGRADE","A class-6 apartment is available. (Rent = 40, Heat = 5)","A class-6 apartment is available. (Rent = 40, Heat = 5)"
"night:APARTMENT_UPGRADE","MOVE TO CLASS-6","MOVE TO CLASS-6"
"night:APARTMENT_UPGRADE","A class-5 apartment is available. (Rent = 50, Heat = 0)","A class-5 apartment is available. (Rent = 50, Heat = 0)"
"night:APARTMENT_UPGRADE","Class-5 is the best a worker can have.","Class-5 is the best a worker can have."
"night:APARTMENT_UPGRADE","MOVE TO CLASS-5","MOVE TO CLASS-5"
"night:SON_BIRTHDAY","Your son's birthday is in 2 days.","Your son's birthday is in 2 days."
"night:SON_BIRTHDAY2","Your son's birthday is tomorrow. He wants an expensive crayon set.","Your son's birthday is tomorrow. He wants an expensive crayon set."
"night:SON_BIRTHDAY2","SON'S GIFT","SON'S GIFT"
"night:SON_BIRTHDAY3","Your son has drawn a picture for you to take to work.","Your son has drawn a picture for you to take to work."
"night:NIECE","Your sister has been arrested. Her young daughter needs a home.","Your sister has been arrested. Her young daughter needs a home."
"night:NIECE","ADOPT NIECE","ADOPT NIECE"
"night:NIECE2_YES","Your niece has brought her mother's savings.","Your niece has brought her mother's savings."
"night:NIECE2_YES","SISTER'S SAVINGS","SISTER'S SAVINGS"
"night:NIECE2_NO","Your niece has disappeared.","Your niece has disappeared."
"night:FRIENDLY_GUARD_PAYOUT","A young woman dropped off something.","A young woman dropped off something."
"night:FRIENDLY_GUARD_PAYOUT","ELISA'S GIFT","ELISA'S GIFT"
"night:DETAIN_PAYOUT","DETAIN BONUS","DETAIN BONUS"
"night:EZIC_PAYOUT","A strange man brought money. Uncheck to burn it.","A strange man brought money. Uncheck to burn it."
"night:EZIC_PAYOUT","EZIC GIFT","EZIC GIFT"
"night:EZIC_PAYOUT_RETRY","A strange man brought money again. Uncheck to burn it.","A strange man brought money again. Uncheck to burn it."
"night:EZIC_PAYOUT_RETRY","EZIC GIFT","EZIC GIFT"
"night:EZIC_TAKESAVINGS","The neighbors have reported your new wealth.","The neighbors have reported your new wealth."
"night:EZIC_TAKESAVINGS","The Ministry of Income has confiscated your savings pending investigation.","The Ministry of Income has confiscated your savings pending investigation."
"night:EZIC_CLEARED","The Ministry of Income has cleared all wrongdoing.","The Ministry of Income has cleared all wrongdoing."
"night:EZIC_CLEARED","Your savings will not be returned.","Your savings will not be returned."
"night:EZIC_REWARD","A small package arrived.","A small package arrived."
"night:EZIC_REWARD","EZIC GIFT","EZIC GIFT"
"night:TAKE_FAMILY_PASSPORTS","The Ministry of Information has confiscated your family's passports.","國家情報部將你全家的護照都沒收了。"
"night:ESCAPE","You can now escape to Obristan by yourself.","You can now escape to Obristan by yourself."
"night:ESCAPE","You can now escape to Obristan with one family member.","You can now escape to Obristan with one family member."
"night:ESCAPE","You can now escape to Obristan with two family members.","You can now escape to Obristan with two family members."
"night:ESCAPE","You can now escape to Obristan with three family members.","You can now escape to Obristan with three family members."
"night:ESCAPE","You can now escape to Obristan with four family members.","You can now escape to Obristan with four family members."
"night:ESCAPE","You can now escape to Obristan with everyone.","You can now escape to Obristan with everyone."
"night:ESCAPE_1","ESCAPE (SELF)","ESCAPE (SELF)"
"night:ESCAPE_2","ESCAPE (SELF+1)","ESCAPE (SELF+1)"
"night:ESCAPE_3","ESCAPE (SELF+2)","ESCAPE (SELF+2)"
"night:ESCAPE_4","ESCAPE (SELF+3)","ESCAPE (SELF+3)"
"night:ESCAPE_5","ESCAPE (SELF+4)","ESCAPE (SELF+4)"
"night:ESCAPE_6","ESCAPE (SELF+5)","ESCAPE (SELF+5)"
"night:HANGINGS_PENALTY","A fine has been assessed for unofficial wall hangings.","A fine has been assessed for unofficial wall hangings."
"night:HANGINGS_PENALTY","HANGINGS FINE","HANGINGS FINE"
"night:SELL_WATCH","You sold the digital watch on your way home.","You sold the digital watch on your way home."
"night:SELL_WATCH","WATCH PROFIT","WATCH PROFIT"
"night:EASY_MODE","EASY MODE CRUTCH","EASY MODE CRUTCH"
"night:SNEAK_HOME","You have rushed home amid the panic at work to check on your family.","You have rushed home amid the panic at work to check on your family."
"night:SNEAK_HOME","Your information audit is scheduled for tomorrow morning.","Your information audit is scheduled for tomorrow morning."
"note:EZIC_CORMAN","ARSTOTZKA IS GREAT COUNTRY POISONED BY CORRUPT LEADERS

WAR HAS MADE GOV'T GREEDY AND PARANOID - YOU HAVE SEEN FOR YOURSELF

HELP US FREE ARSTOTZKA FROM ITS SHACKLES


* THE ORDER OF THE EZIC STAR","ARSTOTZKA IS GREAT COUNTRY POISONED BY CORRUPT LEADERS

WAR HAS MADE GOV'T GREEDY AND PARANOID - YOU HAVE SEEN FOR YOURSELF

HELP US FREE ARSTOTZKA FROM ITS SHACKLES


* THE ORDER OF THE EZIC STAR"
"note:EZIC_HANDLER_POST0","FIRST AGENT WAS DENIED

SECOND WILL COME IN THREE DAYS

DO NOT MAKE SAME MISTAKE","FIRST AGENT WAS DENIED

SECOND WILL COME IN THREE DAYS

DO NOT MAKE SAME MISTAKE"
"note:EZIC_HANDLER_PRE1","LARGE GIFT WAS MISTAKE

MINISTRY OF INFORMATION NOW INVESTIGATES YOUR CONNECTION TO EZIC

NEXT AGENT COMES TODAY

WILL SOLVE PROBLEM

DENY AT OWN RISK","LARGE GIFT WAS MISTAKE

MINISTRY OF INFORMATION NOW INVESTIGATES YOUR CONNECTION TO EZIC

NEXT AGENT COMES TODAY

WILL SOLVE PROBLEM

DENY AT OWN RISK"
"note:EZIC_HANDLER_POST1","BOTH AGENTS WERE DENIED

WE CANNOT SUCCEED WITHOUT YOUR HELP

WHEN ARSTOTZKA WAS BORN, THE ORDER FULFILLED SAME ROLE AS TODAY

WHEN TYRANNY ENDS WE WILL DISAPPEAR AGAIN","BOTH AGENTS WERE DENIED

WE CANNOT SUCCEED WITHOUT YOUR HELP

WHEN ARSTOTZKA WAS BORN, THE ORDER FULFILLED SAME ROLE AS TODAY

WHEN TYRANNY ENDS WE WILL DISAPPEAR AGAIN"
"note:EZIC_HANDLER_POST1","ONLY ONE AGENT APPROVED

WE CANNOT SUCCEED WITHOUT YOUR HELP

WHEN ARSTOTZKA WAS BORN ,THE ORDER FULFILLED SAME ROLE AS TODAY

WHEN TYRANNY ENDS WE WILL DISAPPEAR AGAIN","ONLY ONE AGENT APPROVED

WE CANNOT SUCCEED WITHOUT YOUR HELP

WHEN ARSTOTZKA WAS BORN ,THE ORDER FULFILLED SAME ROLE AS TODAY

WHEN TYRANNY ENDS WE WILL DISAPPEAR AGAIN"
"note:EZIC_HANDLER_POST1","YOU HAVE DONE WELL

BOTH AGENTS NOW OPERATING

WHEN ARSTOTZKA WAS BORN, THE ORDER FULFILLED SAME ROLE AS TODAY

WHEN TYRANNY ENDS WE WILL DISAPPEAR AGAIN","YOU HAVE DONE WELL

BOTH AGENTS NOW OPERATING

WHEN ARSTOTZKA WAS BORN, THE ORDER FULFILLED SAME ROLE AS TODAY

WHEN TYRANNY ENDS WE WILL DISAPPEAR AGAIN"
